timestamp,flow_rate,speed,location,direction,data_source,processing_timestamp
2019-11-14 00:00:00,3,15.0,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,1,6.0,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,14,29.857,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,5,37.2,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,1,2.0,RIVERSIDE DR / CROSSING PL,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,1,0.0,RIVERSIDE DR / CROSSING PL,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,2,10.5,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,3,6.0,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,1,6.0,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,1,8.0,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,19,29.842,RIVERSIDE DR / CROSSING PL,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:00:00,2,42.0,RIVERSIDE DR / CROSSING PL,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,7,9.143,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,1,0.0,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,10,26.4,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,4,28.25,RIVERSIDE DR / CROSSING PL,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,1,8.0,RIVERSIDE DR / CROSSING PL,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,4,8.25,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,1,6.0,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 00:15:00,2,10.5,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
